ord_id,prod_id,quantity,line_total
7381466,49,3,14037.0
7381467,15,2,15399.98
7381468,32,2,8998.0
7381468,44,1,6395.0
7381468,34,3,17697.0
7381468,60,3,11997.0
7381469,63,2,3700.0
7381469,59,3,13937.97
7381469,10,2,10198.0
7381469,48,1,5375.99
7381469,52,1,2639.0
7381470,20,3,11997.0
7381471,16,2,10543.98
7381472,56,2,9910.98
7381472,18,2,9240.0
7381472,68,2,8797.8
7381473,21,3,17397.0
7381474,49,3,14037.0
7381475,67,2,8357.8
7381475,53,1,8322.23
7381475,52,1,2902.9
7381475,21,2,12757.8
7381476,11,1,4700.0
7381477,29,1,3799.0
7381477,38,1,4399.0
7381477,21,1,5799.0
7381477,26,2,6128.0
7381478,45,2,10439.0
7381478,29,2,8357.8
7381478,41,3,14186.7
7381479,19,2,8500.0
7381480,67,1,4178.9
7381481,49,2,10293.8
7381481,27,2,9301.58
7381482,27,2,9301.58
7381482,24,1,8138.9
7381482,47,3,13262.67
7381483,20,2,7998.0
7381483,51,2,7347.98
7381484,53,2,15131.32
7381484,59,1,4645.99
7381484,65,2,8800.0
7381484,45,1,4745.0
7381485,10,1,5099.0
7381486,42,2,10000.0
7381487,16,1,5271.99
7381488,44,2,12790.0
7381489,15,2,15399.98
7381490,62,2,12481.98
7381490,49,3,14037.0
7381490,2,2,7000.0
7381490,45,3,14235.0
7381491,19,2,8500.0
7381491,25,2,9501.98
7381491,35,3,11997.0
7381491,11,3,14100.0
7381492,46,1,5375.99
7381493,12,1,6050.0
7381494,8,2,12959.98
7381495,21,1,5799.0
7381496,60,1,4598.85
7381496,39,2,11957.7
7381496,43,3,11036.55
7381496,49,2,10761.7
7381497,21,2,11598.0
7381497,30,2,8700.0
7381497,69,2,7998.0
7381497,38,1,4399.0
7381498,30,3,13050.0
7381498,11,2,9400.0
7381498,37,2,6018.0
7381498,38,1,4399.0
7381498,4,1,3808.99
7381499,68,3,11997.0
7381499,35,2,7998.0
7381499,20,2,7998.0
7381500,8,3,21383.97
7381500,27,1,4650.79
7381500,11,3,15510.0
7381500,46,2,11827.18
7381501,18,2,8400.0
7381502,51,1,3673.99
7381502,60,1,3999.0
7381502,6,1,1949.99
7381502,19,3,12750.0
7381503,50,2,11219.98
7381503,8,2,12959.98
7381504,66,1,3908.85
7381504,61,1,4828.85
7381505,3,3,16497.0
7381505,54,3,16969.23
7381505,12,3,16500.0
7381506,40,1,4199.0
7381507,16,1,6062.79
7381507,25,1,5463.64
7381507,53,3,26101.53
7381507,26,3,10570.8
7381507,1,3,20351.55
7381508,58,1,3739.0
7381508,21,2,11598.0
7381508,43,1,3199.0
7381509,8,3,22355.97
7381509,32,3,15521.55
7381509,6,1,2242.49
7381509,51,1,4225.09
7381510,1,3,17697.0
7381511,61,1,4828.85
7381512,4,1,3808.99
7381512,3,1,5499.0
7381512,49,2,9358.0
7381512,66,1,3399.0
7381513,9,2,6157.8
7381513,3,3,18146.7
7381513,61,1,4618.9
7381513,18,3,13860.0
7381513,47,2,8841.78
7381514,62,2,14354.28
7381514,44,3,22062.75
7381514,61,2,9657.7
7381514,48,2,12364.78
7381515,66,2,6798.0
7381515,54,1,5656.41
7381516,38,1,4399.0
7381516,61,1,4199.0
7381516,18,1,4200.0
7381517,21,2,11598.0
7381517,54,3,16969.23
7381517,47,2,8037.98
7381517,9,3,8397.0
7381517,66,3,10197.0
7381518,19,1,4250.0
7381518,66,1,3399.0
7381518,57,3,6597.0
7381518,58,2,7478.0
7381518,68,3,11997.0
7381519,30,2,8700.0
7381520,55,3,9627.24
7381520,58,2,7478.0
7381520,31,1,4449.9
7381520,11,2,9400.0
7381520,30,3,13050.0
7381521,29,3,11397.0
7381521,35,2,7998.0
7381521,32,3,13497.0
7381521,33,3,14564.97
7381522,41,2,8598.0
7381522,18,1,4200.0
7381522,36,2,6740.0
7381522,61,3,12597.0
7381522,27,2,8455.98
7381523,11,3,14100.0
7381523,65,2,8800.0
7381523,68,3,11997.0
7381523,50,2,11219.98
7381524,8,1,7127.99
7381524,55,3,10589.96
7381525,67,2,7598.0
7381525,66,1,3399.0
7381525,20,1,3999.0
7381525,29,2,7598.0
7381526,45,3,14235.0
7381527,8,1,6479.99
7381527,46,3,16127.97
7381527,63,1,1850.0
7381528,2,1,3500.0
7381528,25,1,4750.99
7381528,30,3,13050.0
7381529,31,1,4449.9
7381530,7,3,12899.97
7381530,39,1,5199.0
7381531,53,2,15131.32
7381531,15,2,15399.98
7381531,41,2,8598.0
7381531,62,2,12481.98
7381532,51,3,12675.27
7381533,67,2,7598.0
7381533,13,2,11600.0
7381533,68,2,7998.0
7381533,69,1,3999.0
7381533,54,3,16969.23
7381534,38,3,14516.7
7381534,12,3,18150.0
7381535,25,1,5226.09
7381535,69,2,8797.8
7381535,31,1,4894.89
7381536,17,2,11650.98
7381537,36,2,7751.0
7381538,9,3,8397.0
7381539,53,3,22696.98
7381540,67,2,8737.7
7381540,69,3,13796.55
7381540,23,3,15176.55
7381541,28,1,3999.99
7381541,41,1,4299.0
7381541,20,3,11997.0
7381542,41,2,8598.0
7381542,27,1,4227.99
7381542,8,3,19439.97
7381543,61,3,13856.7
7381543,6,1,2144.99
7381544,52,1,2902.9
7381544,46,2,11827.18
7381545,2,2,8050.0
7381545,36,3,11626.5
7381546,68,3,13796.55
7381547,45,1,5219.5
7381547,18,2,9240.0
7381547,31,1,4894.89
7381548,3,3,16497.0
7381549,48,1,6182.39
7381549,27,1,4862.19
7381550,8,1,6479.99
7381550,46,2,10751.98
7381550,48,1,5375.99
7381551,20,3,11997.0
7381552,46,1,6182.39
7381552,42,1,5750.0
7381552,21,3,20006.55
7381553,27,2,8455.98
7381553,8,2,12959.98
7381553,48,3,16127.97
7381554,28,3,11999.97
7381554,40,1,4199.0
7381555,58,3,11217.0
7381555,56,3,13514.97
7381555,14,1,8000.0
7381556,28,3,13799.97
7381556,51,1,4225.09
7381556,65,2,10120.0
7381556,1,2,13567.7
7381556,68,1,4598.85
7381557,31,2,8899.8
7381557,13,1,5800.0
7381558,16,3,17397.57
7381559,3,3,16497.0
7381559,26,2,6128.0
7381559,57,3,6597.0
7381560,57,1,2418.9
7381561,64,3,11880.0
7381561,63,1,2035.0
7381561,69,3,13196.7
7381561,59,2,10221.18
7381562,14,3,24000.0
7381562,8,3,19439.97
7381562,19,2,8500.0
7381563,32,3,13497.0
7381563,12,2,11000.0
7381564,58,1,3739.0
7381564,40,1,4199.0
7381564,15,3,23099.97
7381565,43,2,7357.7
7381565,18,3,14490.0
7381565,51,1,4225.09
7381565,26,2,7047.2
7381565,28,1,4599.99
7381566,53,2,16644.45
7381566,52,3,8708.7
7381567,20,3,13796.55
7381568,8,3,19439.97
7381568,13,3,17400.0
7381568,6,3,5849.97
7381568,65,1,4400.0
7381569,16,1,5799.19
7381569,32,1,4948.9
7381569,58,2,8225.8
7381569,29,1,4178.9
7381569,14,2,17600.0
7381570,64,1,3960.0
7381570,13,3,19140.0
7381570,35,3,13196.7
7381571,61,1,4618.9
7381571,59,2,10221.18
7381571,5,1,3829.09
7381572,34,3,20351.55
7381572,47,1,4621.84
7381572,57,3,7586.55
7381572,7,1,4944.99
7381572,12,1,6325.0
7381573,33,3,14564.97
7381573,7,1,4299.99
7381574,14,1,8000.0
7381574,35,1,3999.0
7381574,8,3,19439.97
7381574,30,3,13050.0
7381574,24,2,14798.0
7381575,18,3,13860.0
7381575,50,3,18512.97
7381575,34,2,12977.8
7381575,36,2,7414.0
7381575,20,3,13196.7
7381576,65,2,9680.0
7381576,4,1,4189.89
7381576,58,2,8225.8
7381576,3,1,6048.9
7381577,2,2,7000.0
7381577,13,2,11600.0
7381577,62,1,6240.99
7381578,4,1,3808.99
7381579,59,1,4645.99
7381579,37,1,3009.0
7381580,58,2,7478.0
7381580,35,2,7998.0
7381580,25,2,9501.98
7381580,62,2,12481.98
7381581,65,3,13200.0
7381581,5,3,10442.97
7381582,34,1,6488.9
7381583,62,1,6865.09
7381583,5,2,7658.18
7381583,24,1,8138.9
7381584,52,1,2639.0
7381585,9,3,8397.0
7381585,23,1,4399.0
7381585,59,1,4645.99
7381586,60,3,11997.0
7381587,41,2,8598.0
7381587,31,3,13349.7
7381587,43,1,3199.0
7381587,45,1,4745.0
7381587,40,3,12597.0
7381588,47,2,8841.78
7381588,18,1,4620.0
7381588,41,2,9457.8
7381588,12,2,12100.0
7381589,44,3,22062.75
7381590,56,3,13514.97
7381590,2,2,7000.0
7381590,64,3,10800.0
7381590,17,3,15887.7
7381591,49,3,15440.7
7381591,50,2,12341.98
7381591,34,1,6488.9
7381592,45,1,5456.75
7381592,68,2,9197.7
7381592,4,1,4380.34
7381593,3,2,12647.7
7381593,48,1,6182.39
7381594,34,2,11798.0
7381594,6,1,1949.99
7381594,59,1,4645.99
7381594,5,2,6961.98
7381595,37,1,3460.35
7381596,20,3,11997.0
7381596,9,2,5598.0
7381596,44,1,6395.0
7381597,68,2,7998.0
7381597,20,2,7998.0
7381597,24,3,22197.0
7381597,43,1,3199.0
7381597,12,3,16500.0
7381598,22,3,22197.0
7381598,53,1,7565.66
7381598,36,2,6740.0
7381598,14,3,24000.0
7381598,47,3,12056.97
7381599,36,1,3370.0
7381600,34,2,11798.0
7381600,55,2,6418.16
7381600,38,3,13197.0
7381600,52,1,2639.0
7381601,35,2,7998.0
7381602,53,3,22696.98
7381602,55,3,9627.24
7381602,27,1,4227.99
7381602,44,3,19185.0
7381602,56,2,9009.98
7381603,30,1,5002.5
7381603,52,2,6069.7
7381603,41,3,14831.55
7381603,22,2,17017.7
7381603,35,2,9197.7
7381604,62,3,21531.42
7381605,11,1,4700.0
7381605,36,2,6740.0
7381605,18,3,12600.0
7381606,22,3,25526.55
7381606,14,2,18400.0
7381606,6,2,4484.98
7381606,13,3,20010.0
7381607,14,2,18400.0
7381607,6,2,4484.98
7381608,69,2,8797.8
7381609,56,3,13514.97
7381609,46,3,16127.97
7381609,28,1,3999.99
7381609,66,2,6798.0
7381609,65,2,8800.0
7381610,4,2,8379.78
7381610,48,3,17740.77
7381610,64,3,11880.0
7381610,16,3,17397.57
7381610,20,1,4398.9
7381611,40,3,14486.55
7381611,37,3,10381.05
7381611,41,3,14831.55
7381612,15,3,25409.97
7381612,65,1,4840.0
7381612,7,1,4729.99
7381612,57,3,7256.7
7381613,15,2,15399.98
7381613,43,1,3199.0
7381614,41,1,4299.0
7381614,57,2,4398.0
7381615,41,2,9457.8
7381615,6,2,4289.98
7381615,2,2,7700.0
7381615,4,1,4189.89
7381615,40,2,9237.8
7381616,45,3,14235.0
7381616,60,3,11997.0
7381617,15,1,7699.99
7381618,46,3,16127.97
7381618,57,1,2199.0
7381618,37,3,9027.0
7381618,31,3,13349.7
7381619,1,3,19466.7
7381619,36,1,3707.0
7381619,2,3,11550.0
7381620,26,3,10570.8
7381620,50,1,6451.49
7381620,61,3,14486.55
7381620,57,2,5057.7
7381621,38,2,8798.0
7381621,13,2,11600.0
7381621,59,2,9291.98
7381621,5,2,6961.98
7381621,66,2,6798.0
7381622,45,2,10913.5
7381622,17,3,18270.85
7381622,13,2,13340.0
7381622,59,2,10685.78
7381622,28,2,9199.98
7381623,30,1,4350.0
7381623,53,3,22696.98
7381623,35,2,7998.0
7381623,8,1,6479.99
7381623,10,1,5099.0
7381624,65,2,9680.0
7381624,27,3,13952.37
7381624,67,2,8357.8
7381624,18,2,9240.0
7381625,22,1,8138.9
7381625,65,3,14520.0
7381625,25,1,5226.09
7381626,45,2,10913.5
7381626,22,2,17017.7
7381626,56,2,10361.48
7381626,12,2,12650.0
7381626,28,3,13799.97
7381627,58,1,4299.85
7381627,23,1,5058.85
7381627,42,3,17250.0
7381627,52,3,9104.55
7381627,49,1,5380.85
7381628,52,3,7917.0
7381628,67,1,3799.0
7381629,6,3,6727.47
7381629,35,2,9197.7
7381630,26,2,6128.0
7381631,52,1,2902.9
7381631,38,1,4838.9
7381631,68,3,13196.7
7381631,23,2,9677.8
7381631,39,1,5718.9
7381632,69,3,13196.7
7381632,34,1,6488.9
7381632,24,1,8138.9
7381633,30,2,9570.0
7381633,28,3,13199.97
7381633,46,1,5913.59
7381633,12,2,12100.0
7381633,18,3,13860.0
7381634,24,2,14798.0
7381634,20,1,3999.0
7381634,56,2,9009.98
7381634,50,1,5609.99
7381635,7,1,4944.99
7381636,40,2,8398.0
7381636,59,3,13937.97
7381636,26,2,6128.0
7381637,36,2,6740.0
7381637,24,2,14798.0
7381637,51,1,3673.99
7381638,1,3,19466.7
7381639,10,2,10198.0
7381640,69,3,13796.55
7381640,7,3,14834.97
7381640,8,2,14903.98
7381641,24,2,14798.0
7381641,33,1,4854.99
7381641,35,1,3999.0
7381641,12,3,16500.0
7381642,16,2,10543.98
7381643,27,2,9724.38
7381643,18,1,4830.0
7381643,69,1,4598.85
7381643,4,1,4380.34
7381644,66,1,3399.0
7381644,64,1,3600.0
7381644,57,2,4398.0
7381644,38,2,8798.0
7381645,26,2,6128.0
7381645,16,3,15815.97
7381645,12,1,5500.0
7381645,17,1,5295.9
7381645,64,1,3600.0
7381646,13,3,19140.0
7381646,4,1,4189.89
7381647,32,2,8998.0
7381647,62,3,18722.97
7381648,3,1,5499.0
7381648,57,1,2199.0
7381648,44,1,6395.0
7381649,38,1,4399.0
7381649,56,1,4504.99
7381649,59,3,13937.97
7381649,8,2,12959.98
7381650,35,1,4598.85
7381650,32,2,10347.7
7381651,15,3,26564.97
7381651,50,1,6451.49
7381651,2,2,8050.0
7381651,52,3,9104.55
7381652,38,1,4838.9
7381652,67,2,8357.8
7381653,19,2,8500.0
7381653,34,3,17697.0
7381653,41,2,8598.0
7381654,22,1,8508.85
7381654,17,3,18270.85
7381654,51,1,4225.09
7381654,46,1,6182.39
7381654,53,2,17401.02
7381655,21,2,12757.8
7381655,15,2,16939.98
7381655,63,1,2035.0
7381655,13,2,12760.0
7381656,55,2,7059.98
7381656,61,1,4618.9
7381656,19,3,14025.0
7381656,34,3,19466.7
7381656,50,2,12341.98
7381657,43,1,3199.0
7381657,55,3,9627.24
7381657,37,2,6018.0
7381658,18,2,9660.0
7381658,20,3,13796.55
7381659,52,2,5805.8
7381660,60,1,3999.0
7381660,59,1,4645.99
7381661,47,3,12056.97
7381662,44,3,22062.75
7381662,42,2,11500.0
7381662,65,2,10120.0
7381662,14,1,9200.0
7381662,63,2,4255.0
7381663,22,2,14798.0
7381663,41,3,12897.0
7381663,26,2,6128.0
7381663,44,1,6395.0
7381664,49,3,16142.55
7381664,17,2,12180.57
7381665,17,1,5825.49
7381666,2,3,11550.0
7381666,10,3,16826.7
7381666,22,1,8138.9
7381667,17,2,10591.8
7381667,43,2,6398.0
7381667,11,3,14100.0
7381667,42,2,10000.0
7381668,25,1,4750.99
7381668,37,3,9027.0
7381668,2,2,7000.0
7381668,65,1,4400.0
7381669,5,2,8006.28
7381669,59,2,10685.78
7381669,49,3,16142.55
7381669,36,2,7751.0
7381670,25,1,4750.99
7381670,11,2,9400.0
7381670,64,3,10800.0
7381671,60,2,8797.8
7381671,21,2,12757.8
7381672,64,2,7200.0
7381672,26,2,6128.0
7381672,15,2,15399.98
7381673,46,1,5375.99
7381673,18,1,4200.0
7381673,60,3,11997.0
7381673,22,2,14798.0
7381673,55,1,3209.08
7381674,10,1,5099.0
7381674,44,1,6395.0
7381675,9,2,5598.0
7381675,66,3,10197.0
7381676,14,1,9200.0
7381676,48,1,6182.39
7381676,54,3,19514.61
7381676,38,2,10117.7
7381676,24,1,8508.85
7381677,46,1,5375.99
7381677,19,2,8500.0
7381677,6,2,3899.98
7381677,55,1,3209.08
7381677,5,1,3480.99
7381678,62,1,6240.99
7381678,36,1,3370.0
7381678,49,1,4679.0
7381678,19,1,4250.0
7381679,44,1,6395.0
7381680,57,3,6597.0
7381680,31,3,13349.7
7381681,23,3,13197.0
7381681,37,2,6018.0
7381681,5,3,10442.97
7381682,19,3,14662.5
7381682,18,2,9660.0
7381682,49,3,16142.55
7381682,31,3,15352.15
7381682,7,1,4944.99
7381683,41,2,8598.0
7381683,1,2,11798.0
7381684,39,3,15597.0
7381684,66,2,6798.0
7381684,32,1,4499.0
7381684,56,3,13514.97
7381685,16,1,5271.99
7381685,2,2,7000.0
7381685,5,1,3480.99
7381685,10,2,10198.0
7381686,65,2,10120.0
7381686,25,1,5463.64
7381686,53,2,17401.02
7381686,18,3,14490.0
7381687,39,1,5199.0
7381687,32,1,4499.0
7381688,47,2,8037.98
7381688,44,2,12790.0
7381689,68,2,8797.8
7381690,43,3,9597.0
7381690,6,1,1949.99
7381690,58,2,7478.0
7381691,25,3,14252.97
7381691,67,3,11397.0
7381692,7,1,4299.99
7381692,27,2,8455.98
7381692,22,3,22197.0
7381693,37,2,6619.8
7381693,53,3,24966.68
7381693,48,2,11827.18
7381693,51,3,12124.17
7381694,2,2,7000.0
7381694,21,2,11598.0
7381694,9,1,2799.0
7381694,20,2,7998.0
7381695,38,3,15176.55
7381695,62,2,14354.28
7381695,64,1,4140.0
7381695,23,2,10117.7
7381695,57,2,5057.7
7381696,60,2,8797.8
7381696,64,2,7920.0
7381696,67,2,8357.8
7381697,39,3,15597.0
7381697,40,1,4199.0
7381697,8,1,6479.99
7381698,17,1,5295.9
7381698,47,2,8037.98
7381698,48,3,16127.97
7381698,31,3,13349.7
7381698,20,3,11997.0
7381699,33,3,14564.97
7381699,43,1,3199.0
7381700,55,1,3529.99
7381701,34,3,17697.0
7381701,26,2,6128.0
7381701,21,3,17397.0
7381702,25,1,4750.99
7381702,31,2,8899.8
7381702,51,3,11021.97
7381703,8,3,19439.97
7381704,67,3,13106.55
7381704,36,2,7751.0
7381704,68,2,9197.7
7381705,40,3,12597.0
7381706,21,3,20006.55
7381707,46,2,10751.98
7381707,16,2,10543.98
7381708,52,1,2639.0
7381708,1,2,11798.0
7381708,66,2,6798.0
7381708,55,3,9627.24
7381708,3,1,5499.0
7381709,5,2,6961.98
7381709,2,2,7000.0
7381709,36,1,3370.0
7381709,9,1,2799.0
7381709,65,1,4400.0
7381710,30,1,4350.0
7381710,43,2,6398.0
7381711,41,1,4299.0
7381711,15,1,7699.99
7381711,43,1,3199.0
7381712,19,2,8500.0
7381712,25,2,9501.98
7381713,47,2,9243.68
7381714,30,3,15007.5
7381714,24,2,17017.7
7381715,6,1,2144.99
7381715,40,2,9237.8
7381715,66,1,3738.9
7381715,9,2,6157.8
7381716,3,2,10998.0
7381716,66,1,3399.0
7381716,6,3,5849.97
7381717,13,1,5800.0
7381717,55,3,9627.24
7381717,24,1,7399.0
7381717,64,1,3600.0
7381718,7,1,4299.99
7381719,15,1,8469.99
7381720,64,3,12420.0
7381720,60,1,4598.85
7381721,66,3,10197.0
7381721,48,1,5375.99
7381721,27,3,12683.97
7381721,67,2,7598.0
7381721,2,2,7000.0
7381722,54,1,5656.41
7381722,68,3,11997.0
7381723,65,2,8800.0
7381723,33,2,9709.98
7381723,23,1,4399.0
7381723,41,3,12897.0
7381724,9,3,8397.0
7381725,11,3,14100.0
7381725,41,3,12897.0
7381725,4,3,11426.97
7381725,30,2,8700.0
7381725,16,3,15815.97
7381726,24,2,16277.8
7381726,12,1,6050.0
7381727,27,3,13952.37
7381727,46,2,11827.18
7381727,60,1,4398.9
7381728,46,2,10751.98
7381728,6,1,1949.99
7381728,10,2,10198.0
7381728,30,1,4350.0
7381728,33,2,9709.98
7381729,43,1,3199.0
7381729,6,2,3899.98
7381729,2,2,7000.0
7381729,14,3,24000.0
7381729,23,3,13197.0
7381730,13,1,6670.0
7381730,27,2,9724.38
7381730,40,2,9657.7
7381730,54,1,6504.87
7381731,69,2,7998.0
7381731,12,3,16500.0
7381731,17,3,15887.7
7381731,64,3,10800.0
7381732,62,3,18722.97
7381732,60,1,3999.0
7381732,64,1,3600.0
7381732,34,3,17697.0
7381733,60,2,7998.0
7381733,49,1,4679.0
7381733,16,1,5271.99
7381734,60,3,11997.0
7381734,37,2,6018.0
7381734,1,3,17697.0
7381734,20,3,11997.0
7381735,38,2,8798.0
7381735,6,3,5849.97
7381735,5,1,3480.99
7381735,63,1,1850.0
7381736,32,1,4948.9
7381736,33,2,10680.98
7381736,47,2,8841.78
7381737,66,2,6798.0
7381737,41,1,4299.0
7381737,58,2,7478.0
7381738,45,2,9490.0
7381738,20,3,11997.0
7381739,11,3,15510.0
7381739,40,1,4618.9
7381739,67,3,12536.7
7381740,12,1,5500.0
7381740,10,1,5099.0
7381741,29,2,8737.7
7381742,66,1,3908.85
7381742,65,2,10120.0
7381742,68,3,13796.55
7381742,53,3,26101.53
7381743,8,1,6479.99
7381743,37,3,9027.0
7381743,46,2,10751.98
7381744,11,2,10340.0
7381744,1,3,19466.7
7381744,16,1,5799.19
7381745,15,2,15399.98
7381745,27,3,12683.97
7381746,15,1,8854.99
7381747,6,1,1949.99
7381748,28,2,9199.98
7381748,56,2,10361.48
7381749,49,3,15440.7
7381750,57,1,2199.0
7381750,58,1,3739.0
7381750,21,1,5799.0
7381751,40,1,4199.0
7381751,58,1,3739.0
7381751,18,3,12600.0
7381751,32,1,4499.0
7381751,1,3,17697.0
7381752,41,1,4943.85
7381752,57,3,7586.55
7381752,23,2,10117.7
7381752,31,1,5117.38
7381752,46,3,18547.17
7381753,29,3,13106.55
7381753,65,1,5060.0
7381753,51,2,8450.18
7381753,50,1,6451.49
7381753,53,2,17401.02
7381754,31,1,4449.9
7381755,56,2,9910.98
7381755,10,1,5608.9
7381755,20,3,13196.7
7381756,60,3,11997.0
7381756,41,2,8598.0
7381756,52,2,5278.0
7381756,51,1,3673.99
7381756,37,2,6018.0
7381757,26,3,9192.0
7381757,19,1,4250.0
7381757,30,3,13050.0
7381757,6,1,1949.99
7381758,29,1,3799.0
7381758,4,1,3808.99
7381758,34,3,17697.0
7381758,23,3,13197.0
7381758,48,2,10751.98
7381759,34,1,5899.0
7381760,13,1,6670.0
7381760,5,3,12009.42
7381760,38,3,15176.55
7381760,63,3,6382.5
7381760,69,3,13796.55
7381761,57,1,2199.0
7381762,65,3,15180.0
7381763,17,1,5295.9
7381764,4,1,3808.99
7381764,2,3,10500.0
7381764,57,2,4398.0
7381764,36,3,10110.0
7381765,47,2,8037.98
7381765,13,1,5800.0
7381765,16,2,10543.98
7381766,47,3,12056.97
7381766,6,3,5849.97
7381766,26,2,6128.0
7381766,23,2,8798.0
7381766,64,2,7200.0
7381767,12,3,16500.0
7381768,1,2,11798.0
7381768,9,2,5598.0
7381768,30,2,8700.0
7381768,22,3,22197.0
7381769,43,2,6398.0
7381769,55,2,6418.16
7381770,37,1,3009.0
7381770,15,3,23099.97
7381770,17,3,15887.7
7381771,53,2,15131.32
7381772,19,2,8500.0
7381773,27,1,4862.19
7381773,19,1,4887.5
7381773,58,3,12899.55
7381773,41,1,4943.85
7381774,59,3,16028.67
7381774,13,1,6670.0
7381774,29,3,13106.55
7381775,40,3,12597.0
7381775,66,2,6798.0
7381775,11,2,9400.0
7381775,64,2,7200.0
7381775,29,1,3799.0
7381776,28,3,11999.97
7381776,16,2,10543.98
7381776,65,3,13200.0
7381776,38,3,13197.0
7381776,30,1,4350.0
7381777,38,3,13197.0
7381777,64,3,10800.0
7381777,21,2,11598.0
7381778,3,1,6323.85
7381778,41,3,14831.55
7381779,14,3,24000.0
7381779,49,1,4679.0
7381779,63,3,5550.0
7381779,4,2,7617.98
7381779,37,3,9027.0
7381780,13,1,5800.0
7381780,56,3,13514.97
7381780,59,2,9291.98
7381780,51,3,11021.97
7381780,35,1,3999.0
7381781,1,2,11798.0
7381781,57,2,4398.0
7381781,56,1,4504.99
7381781,59,1,4645.99
7381781,10,1,5099.0
7381782,44,2,12790.0
7381782,5,3,10442.97
7381782,12,2,11000.0
7381782,53,3,22696.98
7381782,10,1,5099.0
7381783,15,2,15399.98
7381784,65,3,14520.0
7381784,21,1,6378.9
7381784,37,2,6619.8
7381784,34,2,12977.8
7381784,7,1,4729.99
7381785,53,2,15131.32
7381785,35,1,3999.0
7381785,13,1,5800.0
7381786,69,1,4398.9
7381786,43,2,7037.8
7381786,67,3,12536.7
7381786,15,2,16939.98
7381787,29,1,3799.0
7381787,42,1,5000.0
7381787,31,2,8899.8
7381787,59,2,9291.98
7381787,2,2,7000.0
7381788,29,3,11397.0
7381789,68,2,9197.7
7381789,60,2,9197.7
7381790,60,2,7998.0
7381791,20,1,4598.85
7381792,23,1,4399.0
7381792,17,1,5295.9
7381792,46,2,10751.98
7381792,47,2,8037.98
7381793,23,3,13197.0
7381793,58,1,3739.0
7381793,37,3,9027.0
7381793,66,1,3399.0
7381794,43,2,7357.7
7381794,27,3,14586.57
7381794,8,1,7451.99
7381794,62,2,14354.28
7381795,66,2,6798.0
7381795,26,3,9192.0
7381795,18,1,4200.0
7381796,5,3,12009.42
7381796,57,2,5057.7
7381796,44,1,7354.25
7381796,42,3,17250.0
7381796,62,2,14354.28
7381797,53,3,22696.98
7381797,1,3,17697.0
7381797,51,1,3673.99
7381797,6,3,5849.97
7381797,27,1,4227.99
7381798,8,1,7451.99
7381798,65,3,15180.0
7381798,15,1,8854.99
7381798,54,2,13009.74
7381799,40,1,4199.0
7381800,50,1,5609.99
7381800,9,1,2799.0
7381800,21,2,11598.0
7381801,9,2,6157.8
7381802,30,2,10005.0
7381802,17,2,12180.57
7381802,6,2,4484.98
7381802,41,1,4943.85
7381803,63,3,6382.5
7381803,61,3,14486.55
7381803,60,2,9197.7
7381804,39,1,5978.85
7381804,66,1,3908.85
7381804,53,1,8700.51
7381804,30,3,15007.5
7381804,22,1,8508.85
7381805,13,2,13340.0
7381806,38,1,4399.0
7381806,35,1,3999.0
7381807,20,2,7998.0
7381808,37,1,3009.0
7381808,29,2,7598.0
7381809,65,1,4400.0
7381809,55,2,6418.16
7381809,64,2,7200.0
7381810,49,1,4679.0
7381810,44,1,6395.0
7381810,29,1,3799.0
7381811,12,2,11000.0
7381811,18,2,8400.0
7381811,8,3,19439.97
7381812,66,3,10197.0
7381812,69,1,3999.0
7381812,60,3,11997.0
7381813,13,3,19140.0
7381814,53,1,7565.66
7381814,50,3,16829.97
7381814,16,3,15815.97
7381814,4,2,7617.98
7381814,1,1,5899.0
7381815,48,3,16127.97
7381815,31,1,4449.9
7381816,28,3,11999.97
7381816,20,3,11997.0
7381816,19,3,12750.0
7381817,67,1,4178.9
7381817,30,2,9570.0
7381818,7,1,4729.99
7381818,8,1,7127.99
7381819,45,1,5219.5
7381819,20,3,13196.7
7381819,25,1,5226.09
7381819,24,1,8138.9
7381820,66,2,6798.0
7381820,15,2,15399.98
7381820,13,3,17400.0
7381820,41,2,8598.0
7381821,13,1,5800.0
7381821,43,2,6398.0
7381822,53,3,22696.98
7381823,11,1,4700.0
7381823,54,2,11312.82
7381823,33,2,9709.98
7381824,57,1,2199.0
7381824,68,2,7998.0
7381824,40,1,4199.0
7381824,42,1,5000.0
7381824,12,3,16500.0
7381825,23,2,8798.0
7381826,67,1,3799.0
7381826,10,3,15297.0
7381827,8,3,22355.97
7381827,58,3,12899.55
7381827,2,3,12075.0
7381827,38,2,10117.7
7381827,48,2,12364.78
7381828,27,1,4862.19
7381828,6,2,4484.98
7381828,59,2,10685.78
7381828,62,3,21531.42
7381829,35,2,7998.0
7381830,49,2,9358.0
7381831,43,3,9597.0
7381831,68,3,11997.0
7381831,37,3,9027.0
7381831,55,2,6418.16
7381831,40,1,4199.0
7381832,64,1,3600.0
7381832,32,3,13497.0
7381832,41,2,8598.0
7381833,67,1,4368.85
7381834,35,1,3999.0
7381834,64,3,10800.0
7381835,39,1,5718.9
7381835,34,2,12977.8
7381835,23,3,14516.7
7381835,42,2,11000.0
7381836,48,3,16127.97
7381836,24,2,14798.0
7381836,39,2,10398.0
7381836,38,2,8798.0
7381837,41,2,9887.7
