id,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status
1002610,4200, 36 months,13.49,142.51,C,5 years,MORTGAGE,43200,Not Verified,Fully Paid
1001953,12000, 36 months,9.91,386.7,B,5 years,RENT,58000,Not Verified,Fully Paid
1002436,18000, 60 months,18.25,459.54,D,10+ years,MORTGAGE,78000,Verified,Fully Paid
1001258,35000, 60 months,22.06,967.86,F,10+ years,RENT,120000,Verified,Charged Off
1002589,10000, 36 months,16.29,353.01,D,10+ years,MORTGAGE,53000,Verified,Fully Paid
1001871,3000, 36 months,6.03,91.31,A,2 years,RENT,30000,Not Verified,Fully Paid
968953,4425, 36 months,8.9,140.51,A,< 1 year,RENT,60000,Source Verified,Fully Paid
841379,28000, 36 months,7.51,871.11,A,8 years,MORTGAGE,180000,Verified,Fully Paid
1002575,35000, 60 months,13.49,805.17,C,10+ years,OWN,95000,Verified,Fully Paid
1002440,12000, 36 months,6.62,368.45,A,10+ years,MORTGAGE,53000,Source Verified,Charged Off
1002443,4800, 36 months,14.65,165.58,C,8 years,MORTGAGE,46525,Not Verified,Charged Off
1002428,2400, 36 months,8.9,76.21,A,5 years,RENT,82500,Source Verified,Fully Paid
1002562,31300, 36 months,11.71,1035.28,B,5 years,MORTGAGE,58000,Verified,Fully Paid
1002413,32250, 60 months,19.42,844.06,E,3 years,MORTGAGE,64480,Verified,Fully Paid
1002419,3000, 36 months,8.9,95.26,A,10+ years,RENT,62000,Not Verified,Fully Paid
1002404,4000, 36 months,7.9,125.17,A,9 years,MORTGAGE,39000,Not Verified,Charged Off
1002337,15000, 36 months,12.69,503.18,B,n/a,MORTGAGE,42655.8,Verified,Charged Off
1001701,4800, 36 months,6.62,147.38,A,2 years,MORTGAGE,65000,Source Verified,Fully Paid
1001573,14400, 36 months,12.69,483.05,B,10+ years,MORTGAGE,115000,Source Verified,Fully Paid
1002383,7000, 36 months,8.9,222.28,A,10+ years,OWN,160000,Source Verified,Fully Paid
1002303,5000, 60 months,14.27,117.05,C,2 years,RENT,36000,Source Verified,Charged Off
993621,20800, 60 months,12.69,469.97,B,1 year,MORTGAGE,78500,Verified,Fully Paid
1002377,4200, 36 months,7.9,131.42,A,9 years,RENT,42000,Source Verified,Fully Paid
997765,7200, 36 months,8.9,228.63,A,4 years,MORTGAGE,62400,Source Verified,Fully Paid
999955,4200, 36 months,8.9,133.37,A,4 years,RENT,47500,Not Verified,Fully Paid
1002259,18200, 36 months,7.9,569.49,A,5 years,MORTGAGE,80000,Verified,Fully Paid
1001709,10000, 36 months,6.03,304.36,A,n/a,RENT,60000,Source Verified,Fully Paid
1002062,22000, 36 months,12.69,737.99,B,4 years,MORTGAGE,115000,Verified,Fully Paid
1002199,20000, 36 months,15.27,695.96,C,10+ years,MORTGAGE,84000,Source Verified,Fully Paid
1002202,3000, 36 months,16.29,105.91,D,< 1 year,RENT,52000,Not Verified,Fully Paid
994522,2800, 36 months,12.69,93.93,B,6 years,RENT,64800,Verified,Charged Off
1002189,4000, 36 months,14.65,137.98,C,< 1 year,RENT,48000,Verified,Fully Paid
1002026,3775, 36 months,11.71,124.87,B,6 years,MORTGAGE,55000,Verified,Fully Paid
1002171,2500, 60 months,15.96,60.75,C,6 years,RENT,40296,Not Verified,Fully Paid
978009,25000, 60 months,10.65,539.21,B,10+ years,MORTGAGE,116000,Verified,Fully Paid
1002165,6000, 36 months,11.71,198.46,B,2 years,RENT,37200,Not Verified,Fully Paid
1001994,7500, 36 months,14.27,257.32,C,10+ years,RENT,38400,Not Verified,Charged Off
994808,11625, 60 months,10.65,250.74,B,5 years,MORTGAGE,66000,Not Verified,Charged Off
1001414,20000, 36 months,6.62,614.08,A,10+ years,RENT,54996,Verified,Fully Paid
1001944,16000, 36 months,8.9,508.06,A,7 years,RENT,36000,Source Verified,Fully Paid
1001581,6000, 36 months,6.03,182.62,A,10+ years,MORTGAGE,96000,Not Verified,Fully Paid
1001920,1000, 36 months,10.65,32.58,B,< 1 year,RENT,20000,Not Verified,Fully Paid
1001752,12000, 36 months,6.03,365.23,A,4 years,RENT,85000,Not Verified,Fully Paid
1001738,14000, 60 months,16.77,346.21,D,3 years,RENT,99000,Verified,Fully Paid
1001743,2550, 36 months,14.27,87.49,C,< 1 year,RENT,25200,Verified,Fully Paid
1001243,6000, 36 months,6.62,184.23,A,10+ years,MORTGAGE,60000,Not Verified,Fully Paid
1001727,3000, 36 months,7.9,93.88,A,1 year,RENT,62400,Not Verified,Charged Off
1001552,8000, 36 months,12.69,268.36,B,1 year,OWN,35000,Source Verified,Fully Paid
904871,13250, 36 months,11.71,438.26,B,3 years,RENT,40000,Verified,Fully Paid
1001689,11400, 36 months,6.62,350.03,A,5 years,MORTGAGE,90000,Source Verified,Fully Paid
964950,8000, 36 months,17.27,286.3,D,6 years,RENT,32000,Not Verified,Fully Paid
1001716,17500, 60 months,13.49,402.59,C,5 years,RENT,35000,Verified,Fully Paid
1001868,5450, 36 months,15.96,191.5,C,10+ years,RENT,43000,Source Verified,Charged Off
1001872,35000, 60 months,12.69,790.82,B,10+ years,RENT,120996,Verified,Fully Paid
1001792,22000, 36 months,19.42,811.12,E,10+ years,MORTGAGE,108996,Verified,Fully Paid
1001855,2400, 36 months,12.69,80.51,B,10+ years,MORTGAGE,72000,Not Verified,Fully Paid
1001838,20000, 36 months,13.49,678.61,C,3 years,RENT,175000,Verified,Fully Paid
992362,19425, 60 months,13.49,446.87,C,9 years,MORTGAGE,50000,Verified,Fully Paid
1001644,10000, 36 months,10.65,325.74,B,3 years,RENT,100000,Not Verified,Fully Paid
998884,7500, 36 months,6.03,228.27,A,9 years,MORTGAGE,48000,Not Verified,Fully Paid
890137,12650, 60 months,21.28,344.23,F,< 1 year,MORTGAGE,135696,Source Verified,Fully Paid
1001640,10400, 60 months,9.91,220.51,B,10+ years,MORTGAGE,42000,Verified,Fully Paid
1001630,10000, 36 months,10.65,325.74,B,10+ years,MORTGAGE,104000,Source Verified,Fully Paid
998591,35000, 36 months,17.27,1252.56,D,10+ years,MORTGAGE,87000,Verified,Fully Paid
1001623,10000, 36 months,11.71,330.76,B,10+ years,MORTGAGE,173467,Verified,Fully Paid
1001484,21725, 60 months,20.89,586.4,F,10+ years,OWN,40000,Verified,Charged Off
947469,30000, 60 months,19.42,785.17,E,8 years,MORTGAGE,98000,Verified,Fully Paid
999176,10000, 36 months,8.9,317.54,A,7 years,MORTGAGE,48000,Not Verified,Fully Paid
1001343,18000, 60 months,19.03,467.23,E,10+ years,RENT,65000,Verified,Charged Off
1001539,10000, 36 months,7.9,312.91,A,9 years,RENT,66000,Not Verified,Fully Paid
1001480,27000, 60 months,10.65,582.35,B,9 years,MORTGAGE,61900,Verified,Current
1001335,4200, 36 months,9.91,135.35,B,4 years,RENT,42000,Not Verified,Charged Off
1001320,10000, 36 months,7.9,312.91,A,2 years,RENT,57000,Source Verified,Fully Paid
918617,14000, 60 months,19.91,370.22,E,n/a,RENT,51713,Verified,Charged Off
1001516,2500, 36 months,8.9,79.39,A,2 years,RENT,31000,Not Verified,Fully Paid
1001151,3500, 36 months,10.65,114.01,B,10+ years,RENT,55000,Source Verified,Charged Off
1001277,13000, 36 months,7.9,406.78,A,< 1 year,RENT,70000,Source Verified,Fully Paid
999338,20000, 60 months,12.69,451.9,B,4 years,RENT,55000,Verified,Fully Paid
1001157,12000, 60 months,11.71,265.18,B,3 years,MORTGAGE,59800,Not Verified,Fully Paid
1001251,4000, 36 months,7.9,125.17,A,7 years,MORTGAGE,57886,Not Verified,Fully Paid
1000989,7500, 36 months,12.69,251.59,B,3 years,RENT,125000,Not Verified,Fully Paid
988119,35000, 36 months,18.25,1269.73,D,10+ years,MORTGAGE,96000,Verified,Fully Paid
1001241,12000, 60 months,14.27,280.91,C,10+ years,RENT,85000,Verified,Charged Off
1001416,16500, 60 months,11.71,364.62,B,6 years,RENT,38400,Verified,Fully Paid
994018,8000, 36 months,12.69,268.36,B,6 years,OWN,95000,Source Verified,Fully Paid
1000956,25000, 60 months,21.67,685.8,F,10+ years,MORTGAGE,60000,Verified,Fully Paid
1001200,15000, 36 months,6.03,456.54,A,2 years,MORTGAGE,85000,Not Verified,Fully Paid
1000384,10000, 36 months,11.71,330.76,B,5 years,MORTGAGE,98000,Not Verified,Fully Paid
999834,35000, 60 months,20.89,944.71,F,10+ years,OWN,77160,Source Verified,Current
1001175,2500, 36 months,16.77,88.85,D,2 years,RENT,28200,Not Verified,Fully Paid
1001382,9750, 36 months,14.65,336.32,C,10+ years,MORTGAGE,69950,Not Verified,Fully Paid
1001185,9000, 36 months,7.51,280,A,2 years,RENT,115000,Not Verified,Fully Paid
998983,17500, 60 months,19.03,454.25,E,6 years,RENT,35004,Verified,Fully Paid
1001372,5000, 36 months,7.9,156.46,A,n/a,MORTGAGE,86400,Source Verified,Fully Paid
1001365,2700, 36 months,7.9,84.49,A,3 years,MORTGAGE,88000,Verified,Charged Off
1001173,6000, 36 months,13.49,203.59,C,10+ years,MORTGAGE,96000,Source Verified,Fully Paid
1001172,9000, 36 months,6.62,276.34,A,4 years,MORTGAGE,96000,Not Verified,Fully Paid
1001167,1000, 36 months,7.9,31.3,A,10+ years,RENT,28600,Not Verified,Fully Paid
1001134,12000, 36 months,6.62,368.45,A,4 years,RENT,90000,Source Verified,Fully Paid
1000929,2200, 36 months,7.9,68.84,A,n/a,MORTGAGE,31544,Verified,Fully Paid
1001116,23100, 60 months,15.96,561.26,C,9 years,MORTGAGE,100000,Verified,Current
1001113,1200, 36 months,12.69,40.26,B,< 1 year,RENT,28000,Not Verified,Fully Paid
1000918,14000, 36 months,10.65,456.03,B,2 years,MORTGAGE,75000,Verified,Fully Paid
1000903,20000, 60 months,10.65,431.37,B,2 years,MORTGAGE,53000,Verified,Fully Paid
1000288,21000, 36 months,11.71,694.6,B,3 years,MORTGAGE,125000,Verified,Fully Paid
1001090,16000, 60 months,18.25,408.48,D,10+ years,MORTGAGE,74000,Verified,Fully Paid
1001086,8000, 36 months,8.9,254.03,A,10+ years,RENT,64000,Not Verified,Fully Paid
1001046,5150, 36 months,7.9,161.15,A,7 years,RENT,68000,Verified,Fully Paid
1000045,14000, 60 months,17.27,349.98,D,9 years,MORTGAGE,72000,Verified,Fully Paid
1001032,3500, 36 months,6.62,107.47,A,3 years,RENT,36000,Not Verified,Fully Paid
1000790,12000, 60 months,12.69,271.14,B,n/a,OWN,36000,Verified,Current
1000786,3000, 36 months,14.27,102.93,C,1 year,MORTGAGE,120000,Verified,Fully Paid
1000967,30000, 36 months,17.27,1073.62,D,4 years,MORTGAGE,75000,Verified,Charged Off
1000513,6000, 36 months,10.65,195.44,B,6 years,RENT,26400,Not Verified,Fully Paid
1000497,14000, 60 months,7.9,283.2,A,7 years,MORTGAGE,53000,Not Verified,Current
1000673,9000, 36 months,12.69,301.91,B,2 years,MORTGAGE,60000,Not Verified,Fully Paid
1000483,13700, 36 months,6.03,416.97,A,10+ years,MORTGAGE,50000,Verified,Fully Paid
1000480,28000, 36 months,7.9,876.13,A,3 years,RENT,96000,Verified,Fully Paid
1000468,9950, 36 months,15.27,346.24,C,2 years,MORTGAGE,36400,Verified,Charged Off
996000,35000, 60 months,11.71,773.44,B,6 years,MORTGAGE,75000,Verified,Fully Paid
1000643,12000, 60 months,12.69,271.14,B,10+ years,MORTGAGE,63500,Source Verified,Charged Off
997803,6000, 36 months,6.03,182.62,A,< 1 year,OWN,21600,Source Verified,Fully Paid
1000396,15000, 60 months,19.91,396.66,E,10+ years,OWN,86000,Verified,Charged Off
1000594,21750, 60 months,12.42,488.45,B,< 1 year,OWN,43500,Verified,Charged Off
1000571,24000, 36 months,14.27,823.42,C,2 years,RENT,206000,Source Verified,Fully Paid
1000309,11200, 36 months,14.27,384.26,C,4 years,RENT,46000,Verified,Fully Paid
1000321,6000, 60 months,17.27,149.99,D,4 years,MORTGAGE,32346,Not Verified,Charged Off
996982,6500, 36 months,8.9,206.4,A,3 years,MORTGAGE,22000,Verified,Fully Paid
971981,28000, 60 months,14.27,655.44,C,< 1 year,RENT,75000,Verified,Current
989641,35000, 36 months,12.42,1169.54,B,6 years,MORTGAGE,165000,Verified,Fully Paid
1000304,14000, 36 months,6.03,426.1,A,6 years,MORTGAGE,124000,Verified,Fully Paid
1000262,23000, 60 months,10.65,496.08,B,6 years,MORTGAGE,107500,Verified,Charged Off
1000285,7000, 36 months,6.62,214.93,A,5 years,MORTGAGE,43000,Verified,Fully Paid
992580,5000, 36 months,6.03,152.18,A,n/a,MORTGAGE,95000,Source Verified,Fully Paid
1000267,10800, 36 months,7.51,336,A,10+ years,MORTGAGE,51000,Verified,Charged Off
990514,5375, 36 months,13.49,182.38,C,< 1 year,OWN,20868,Source Verified,Fully Paid
1000067,15000, 60 months,16.77,370.94,D,< 1 year,RENT,72000,Verified,Current
1000253,7500, 36 months,8.9,238.15,A,10+ years,MORTGAGE,150000,Verified,Fully Paid
1000242,15000, 60 months,19.03,389.36,E,10+ years,MORTGAGE,86945,Verified,Fully Paid
1000033,12800, 60 months,16.77,316.54,D,9 years,MORTGAGE,81708,Source Verified,Fully Paid
1000030,20000, 36 months,8.9,635.07,A,6 years,RENT,72000,Verified,Fully Paid
993612,4000, 36 months,8.9,127.02,A,10+ years,RENT,62500,Not Verified,Fully Paid
1000007,5150, 60 months,18.64,132.58,E,1 year,RENT,34992,Source Verified,Current
999981,5000, 36 months,12.69,167.73,B,6 years,RENT,39000,Not Verified,Fully Paid
999983,10000, 36 months,6.62,307.04,A,n/a,RENT,20000,Verified,Fully Paid
999989,8000, 36 months,12.69,268.36,B,8 years,MORTGAGE,120000,Source Verified,Fully Paid
999669,8000, 36 months,12.42,267.33,B,4 years,RENT,20000,Source Verified,Fully Paid
999746,12000, 36 months,9.91,386.7,B,7 years,RENT,60000,Verified,Fully Paid
999951,4500, 36 months,6.62,138.17,A,10+ years,MORTGAGE,125000,Verified,Fully Paid
998128,8875, 36 months,10.65,289.09,B,8 years,RENT,24000,Verified,Fully Paid
999744,12800, 60 months,17.27,319.98,D,2 years,RENT,46200,Source Verified,Fully Paid
999914,10600, 36 months,15.96,372.46,C,7 years,MORTGAGE,47000,Source Verified,Fully Paid
999918,1500, 36 months,6.03,45.66,A,4 years,RENT,22968,Not Verified,Fully Paid
960257,6250, 36 months,9.91,201.41,B,n/a,RENT,16000,Source Verified,Fully Paid
998252,7500, 36 months,12.69,251.59,B,10+ years,MORTGAGE,84000,Source Verified,Fully Paid
999708,7800, 36 months,7.9,244.07,A,6 years,MORTGAGE,58600,Not Verified,Fully Paid
999905,20000, 36 months,7.9,625.81,A,4 years,MORTGAGE,100800,Verified,Fully Paid
999894,10000, 36 months,14.27,343.09,C,10+ years,RENT,42000,Verified,Fully Paid
999701,2000, 36 months,7.9,62.59,A,5 years,MORTGAGE,93000,Not Verified,Fully Paid
999879,5000, 36 months,10.65,162.87,B,3 years,MORTGAGE,48000,Not Verified,Fully Paid
991306,2400, 36 months,7.9,75.1,A,4 years,RENT,30720,Not Verified,Fully Paid
999668,10400, 36 months,8.9,330.24,A,4 years,MORTGAGE,67000,Verified,Fully Paid
992300,25000, 36 months,12.69,838.63,B,6 years,RENT,92000,Verified,Fully Paid
999667,9200, 36 months,6.62,282.48,A,6 years,RENT,30000,Not Verified,Fully Paid
999672,8450, 36 months,11.71,279.5,B,n/a,RENT,21040.2,Verified,Fully Paid
901982,12400, 36 months,7.51,385.78,A,10+ years,MORTGAGE,77000,Not Verified,Fully Paid
973424,8000, 36 months,8.9,254.03,A,3 years,RENT,27000,Source Verified,Charged Off
999844,3600, 36 months,13.49,122.15,C,4 years,OWN,32000,Verified,Fully Paid
999639,2000, 36 months,11.71,66.16,B,7 years,RENT,33600,Not Verified,Fully Paid
999816,16000, 60 months,15.27,382.92,C,1 year,MORTGAGE,55536,Not Verified,Charged Off
999497,16000, 60 months,16.77,395.67,D,1 year,RENT,62000,Not Verified,Fully Paid
999634,1200, 36 months,11.71,39.7,B,3 years,RENT,20000,Source Verified,Charged Off
991421,4000, 36 months,6.62,122.82,A,n/a,MORTGAGE,42000,Not Verified,Charged Off
999797,3000, 36 months,6.03,91.31,A,n/a,MORTGAGE,90000,Verified,Fully Paid
875809,16800, 36 months,7.51,522.67,A,4 years,OWN,69500,Verified,Fully Paid
999583,15000, 60 months,11.71,331.48,B,2 years,MORTGAGE,80000,Verified,Fully Paid
999763,8000, 60 months,12.42,179.66,B,4 years,RENT,38000,Verified,Charged Off
990118,12000, 36 months,16.77,426.47,D,n/a,RENT,60000,Verified,Charged Off
999354,12000, 36 months,6.62,368.45,A,10+ years,MORTGAGE,92000,Not Verified,Fully Paid
999548,12000, 36 months,6.62,368.45,A,5 years,RENT,60000,Verified,Fully Paid
999335,32000, 36 months,19.03,1173.48,E,10+ years,MORTGAGE,68000,Source Verified,Fully Paid
999331,34000, 60 months,19.91,899.1,E,10+ years,MORTGAGE,243000,Verified,Current
982018,14300, 36 months,9.91,460.82,B,8 years,MORTGAGE,52000,Verified,Charged Off
972572,14000, 36 months,6.62,429.86,A,4 years,RENT,58000,Verified,Fully Paid
999492,30000, 60 months,13.49,690.15,C,10+ years,RENT,60000,Verified,Current
999074,35000, 60 months,19.03,908.5,E,10+ years,MORTGAGE,125000,Verified,Fully Paid
999295,9600, 36 months,16.77,341.17,D,5 years,RENT,45000,Source Verified,Charged Off
999292,6800, 36 months,7.51,211.56,A,< 1 year,RENT,60000,Source Verified,Fully Paid
999276,5000, 36 months,7.9,156.46,A,6 years,RENT,34000,Not Verified,Fully Paid
999469,12000, 36 months,11.71,396.92,B,1 year,RENT,84000,Verified,Fully Paid
999468,15000, 36 months,9.91,483.38,B,2 years,MORTGAGE,58000,Verified,Fully Paid
999250,10000, 36 months,13.49,339.31,C,3 years,MORTGAGE,30000,Not Verified,Charged Off
999248,35000, 36 months,17.27,1252.56,D,2 years,MORTGAGE,90000,Verified,Charged Off
999244,9000, 36 months,12.42,300.74,B,2 years,RENT,77800,Source Verified,Fully Paid
999441,13750, 36 months,6.03,418.49,A,< 1 year,MORTGAGE,76875,Source Verified,Fully Paid
994517,12025, 36 months,10.65,391.7,B,3 years,MORTGAGE,80000,Source Verified,Fully Paid
900575,12000, 36 months,13.49,407.17,C,< 1 year,RENT,50000,Not Verified,Fully Paid
999425,24000, 36 months,7.51,746.66,A,2 years,MORTGAGE,52800,Verified,Fully Paid
991299,4800, 36 months,6.03,146.1,A,7 years,MORTGAGE,50000,Not Verified,Fully Paid
991910,35000, 36 months,8.9,1111.37,A,10+ years,RENT,80000,Verified,Fully Paid
999393,23400, 60 months,21.67,641.9,F,5 years,RENT,55000,Verified,Fully Paid
999033,7000, 60 months,18.64,180.21,E,< 1 year,OWN,39000,Verified,Fully Paid
999172,15000, 36 months,6.03,456.54,A,10+ years,MORTGAGE,83886.4,Source Verified,Fully Paid
999170,12000, 60 months,11.71,265.18,B,4 years,MORTGAGE,85000,Verified,Fully Paid
999168,14500, 60 months,14.27,339.43,C,10+ years,MORTGAGE,39960,Verified,Fully Paid
998819,14975, 36 months,6.03,455.78,A,n/a,MORTGAGE,125000,Verified,Fully Paid
999076,14000, 60 months,21.67,384.05,F,5 years,RENT,65000,Source Verified,Fully Paid
999060,14000, 36 months,16.29,494.21,D,3 years,MORTGAGE,61000,Verified,Fully Paid
998880,1500, 36 months,16.29,52.96,D,< 1 year,OWN,48000,Not Verified,Charged Off
998868,16800, 60 months,18.25,428.9,D,5 years,MORTGAGE,82296,Verified,Fully Paid
998864,13000, 60 months,14.65,306.89,C,8 years,RENT,178000,Verified,Fully Paid
998862,20000, 36 months,7.9,625.81,A,10+ years,OWN,68000,Verified,Fully Paid
998817,25000, 60 months,14.65,590.17,C,< 1 year,RENT,70000,Verified,Current
998968,10000, 36 months,8.9,317.54,A,10+ years,RENT,54000,Source Verified,Fully Paid
998737,14000, 36 months,6.03,426.1,A,5 years,MORTGAGE,180000,Verified,Fully Paid
998792,20000, 60 months,23.91,574.32,G,< 1 year,MORTGAGE,90000,Verified,Current
998505,14500, 60 months,14.65,342.3,C,9 years,MORTGAGE,88080,Verified,Charged Off
998515,5850, 60 months,17.58,147.22,D,1 year,RENT,60000,Source Verified,Charged Off
981610,4000, 36 months,20.89,150.48,F,7 years,MORTGAGE,70000,Not Verified,Charged Off
974413,2400, 36 months,6.03,73.05,A,< 1 year,RENT,50000,Not Verified,Fully Paid
998750,19700, 36 months,7.9,616.42,A,< 1 year,MORTGAGE,78000,Source Verified,Fully Paid
998499,5800, 36 months,6.62,178.09,A,n/a,RENT,26988,Verified,Charged Off
945434,11100, 60 months,17.58,279.34,D,5 years,OWN,30000,Not Verified,Fully Paid
993433,15000, 36 months,8.9,476.3,A,6 years,MORTGAGE,294000,Verified,Fully Paid
967889,12000, 60 months,18.25,306.36,D,8 years,MORTGAGE,180000,Source Verified,Fully Paid
998559,3000, 36 months,8.9,95.26,A,2 years,MORTGAGE,22800,Not Verified,Charged Off
997964,6000, 36 months,6.03,182.62,A,1 year,RENT,84996,Source Verified,Fully Paid
998555,2500, 36 months,9.91,80.57,B,n/a,OWN,23964,Verified,Fully Paid
997996,6000, 36 months,8.9,190.52,A,n/a,OWN,36000,Not Verified,Fully Paid
997741,12000, 36 months,6.03,365.23,A,10+ years,MORTGAGE,72000,Verified,Fully Paid
998689,12800, 60 months,18.64,329.51,E,10+ years,MORTGAGE,80000,Source Verified,Current
998530,9400, 36 months,8.9,298.49,A,6 years,RENT,33000,Not Verified,Charged Off
998523,27000, 60 months,19.42,706.65,E,2 years,MORTGAGE,95000,Source Verified,Current
998694,27500, 60 months,19.42,719.74,E,7 years,RENT,55000,Verified,Current
998704,20000, 36 months,11.71,661.52,B,8 years,MORTGAGE,60000,Verified,Fully Paid
996693,15000, 36 months,7.9,469.36,A,3 years,RENT,80000,Source Verified,Charged Off
998112,7000, 36 months,12.69,234.82,B,1 year,RENT,25000,Not Verified,Fully Paid
998488,12000, 60 months,15.27,287.19,C,6 years,OWN,46750,Source Verified,Current
998474,3000, 36 months,8.9,95.26,A,10+ years,MORTGAGE,42000,Not Verified,Fully Paid
998469,10000, 36 months,10.65,325.74,B,4 years,MORTGAGE,45000,Not Verified,Fully Paid
998470,35000, 60 months,12.69,790.82,B,2 years,RENT,185000,Source Verified,Fully Paid
996672,6000, 36 months,6.03,182.62,A,10+ years,MORTGAGE,41000,Not Verified,Fully Paid
631407,10000, 36 months,6.62,307.04,A,5 years,MORTGAGE,46000,Source Verified,Fully Paid
998616,16000, 60 months,20.89,431.87,F,2 years,RENT,94000,Source Verified,Fully Paid
998596,4000, 36 months,13.49,135.73,C,6 years,RENT,34800,Not Verified,Fully Paid
998590,13000, 36 months,12.69,436.09,B,7 years,MORTGAGE,130000,Source Verified,Fully Paid
998587,20000, 36 months,7.51,622.22,A,n/a,MORTGAGE,200000,Verified,Fully Paid
998396,27000, 36 months,7.9,844.84,A,5 years,MORTGAGE,54000,Verified,Fully Paid
998386,9000, 36 months,8.9,285.78,A,9 years,RENT,112440,Not Verified,Fully Paid
998359,6000, 36 months,11.71,198.46,B,7 years,RENT,85000,Not Verified,Fully Paid
998370,3100, 36 months,7.9,97,A,7 years,MORTGAGE,53000,Not Verified,Fully Paid
998097,5000, 36 months,7.51,155.56,A,2 years,MORTGAGE,80000,Source Verified,Fully Paid
984625,16000, 60 months,19.91,423.11,E,10+ years,MORTGAGE,78000,Verified,Charged Off
998339,16800, 36 months,12.42,561.38,B,8 years,RENT,125000,Verified,Fully Paid
994969,5000, 36 months,9.91,161.13,B,5 years,MORTGAGE,36000,Not Verified,Fully Paid
996890,12350, 36 months,6.62,379.2,A,10+ years,MORTGAGE,105000,Source Verified,Fully Paid
998313,13000, 60 months,8.9,269.23,A,10+ years,RENT,35000,Source Verified,Current
998087,6000, 60 months,17.27,149.99,D,1 year,RENT,68000,Source Verified,Fully Paid
998111,3900, 36 months,11.71,129,B,8 years,MORTGAGE,84000,Source Verified,Fully Paid
998273,6400, 36 months,7.51,199.11,A,3 years,MORTGAGE,34500,Not Verified,Fully Paid
758482,12000, 36 months,6.03,365.23,A,9 years,MORTGAGE,74000,Verified,Fully Paid
998203,8900, 36 months,11.71,294.38,B,3 years,MORTGAGE,120000,Verified,Fully Paid
998201,18000, 36 months,8.9,571.56,A,4 years,MORTGAGE,38000,Verified,Fully Paid
998194,16800, 36 months,16.77,597.05,D,6 years,RENT,75000,Verified,Charged Off
996434,15000, 36 months,7.9,469.36,A,10+ years,MORTGAGE,50000,Not Verified,Fully Paid
956877,35000, 60 months,19.91,925.54,E,6 years,MORTGAGE,75000,Verified,Charged Off
998014,20000, 60 months,15.96,485.94,C,10+ years,MORTGAGE,98000,Verified,Late (31-120 days)
997879,12000, 60 months,8.9,248.52,A,10+ years,MORTGAGE,77954,Not Verified,Charged Off
995914,8575, 60 months,10.65,184.95,B,10+ years,MORTGAGE,47000,Not Verified,Current
993894,6000, 36 months,7.9,187.75,A,5 years,RENT,51928,Not Verified,Charged Off
997954,7600, 36 months,6.62,233.35,A,3 years,OWN,28000,Verified,Fully Paid
913851,35000, 60 months,18.64,901.01,E,10+ years,MORTGAGE,80000,Verified,Fully Paid
997753,10000, 36 months,11.71,330.76,B,2 years,RENT,120000,Not Verified,Fully Paid
997748,30000, 60 months,10.65,647.05,B,5 years,RENT,171996,Source Verified,Fully Paid
997750,3000, 36 months,11.71,99.23,B,10+ years,RENT,30000,Source Verified,Fully Paid
995648,35000, 60 months,12.69,790.82,B,4 years,MORTGAGE,150000,Verified,Current
996517,8000, 36 months,12.42,267.33,B,1 year,RENT,25000,Not Verified,Charged Off
997328,35000, 60 months,20.3,933.14,E,< 1 year,MORTGAGE,130000,Verified,Charged Off
997734,6100, 36 months,14.27,209.29,C,n/a,MORTGAGE,23748,Verified,Charged Off
997736,2000, 36 months,12.69,67.09,B,10+ years,MORTGAGE,120000,Source Verified,Fully Paid
997889,7500, 36 months,15.27,260.99,C,4 years,MORTGAGE,30160,Source Verified,Fully Paid
997878,8800, 36 months,12.42,294.06,B,3 years,RENT,42000,Source Verified,Fully Paid
997623,14725, 36 months,10.65,479.65,B,< 1 year,RENT,48000,Source Verified,Fully Paid
997845,3000, 60 months,19.42,78.52,E,2 years,RENT,33996,Source Verified,Fully Paid
997843,1000, 36 months,8.9,31.76,A,5 years,RENT,85000,Not Verified,Fully Paid
997677,1200, 36 months,16.29,42.37,D,8 years,RENT,68736,Not Verified,Fully Paid
997678,25000, 60 months,12.69,564.87,B,< 1 year,RENT,87300,Verified,Fully Paid
997674,8000, 36 months,7.51,248.89,A,< 1 year,RENT,36000,Source Verified,Fully Paid
997612,21600, 60 months,17.27,539.96,D,9 years,MORTGAGE,72660,Verified,Fully Paid
996748,17500, 60 months,20.89,472.36,F,10+ years,RENT,35000,Verified,Charged Off
936696,35000, 60 months,20.89,944.71,F,4 years,MORTGAGE,85000,Verified,Fully Paid
997825,2000, 36 months,6.62,61.41,A,5 years,RENT,40800,Source Verified,Fully Paid
997658,30000, 60 months,22.35,834.55,F,2 years,MORTGAGE,158000,Source Verified,Fully Paid
987816,21250, 60 months,12.69,480.14,B,10+ years,RENT,56508,Verified,Fully Paid
997606,3000, 36 months,8.9,95.26,A,n/a,MORTGAGE,25000,Verified,Fully Paid
997813,28100, 60 months,19.03,729.4,E,10+ years,MORTGAGE,98400,Verified,Fully Paid
997329,14000, 60 months,14.65,330.5,C,6 years,MORTGAGE,74000,Not Verified,Charged Off
997632,35000, 60 months,12.69,790.82,B,10+ years,MORTGAGE,66000,Verified,Fully Paid
997625,18225, 60 months,13.49,419.27,C,3 years,MORTGAGE,49000,Verified,Fully Paid
993927,20000, 60 months,12.42,449.15,B,4 years,RENT,75000,Verified,Fully Paid
